node,node_type,pagerank,betweenness,in_degree
personal information of employee,Category,0.0004121427876784072,0.0,2
digital session recording,Category,0.0004121427876784072,0.0,2
personal datum associate with order for long period of time as,Category,0.0004121427876784072,0.0,2
previous employment detail,Category,0.0004121427876784072,0.0,2
tendency,Category,0.0004121427876784072,0.0,2
education information be,Category,0.0004121427876784072,0.0,2
education detail,Category,0.0004121427876784072,0.0,2
occupation detail,Category,0.0004121427876784072,0.0,2
historical compensation detail,Category,0.0004121427876784072,0.0,2
investing history,Category,0.0004121427876784072,0.0,2
protect classifications,Category,0.0004121427876784072,0.0,2
personal information regard product you order,Category,0.0004121427876784072,0.0,2
content of mail on company device,Category,0.0004121427876784072,0.0,2
information on behalf,Category,0.00041179437474502353,0.0,2
http header,Category,0.00041109998663724847,0.0,2
domain name system request,Category,0.00041109998663724847,0.0,2
information about device you use as,Category,0.00041109998663724847,0.0,2
personal information item,Category,0.0004110850848627025,0.0,2
information have,Category,0.0004110850848627025,0.0,2
information you access,Category,0.0004110850848627025,0.0,2
personal information we hold about you,Category,0.00041078873887418193,0.0,2
information require under applicable u.s. state law,Category,0.00041078873887418193,0.0,2
version number assign to account,Category,0.00041076467579831644,0.0,2
datum it receive,Category,0.00041076467579831644,0.0,2
microsoft base speech recognition,Category,0.00041076467579831644,0.0,2
attribute,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with privacy policy,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with management,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with,Category,0.00041076467579831644,0.0,2
account datum require,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with derived consent,Category,0.00041076467579831644,0.0,2
customer information,Category,0.00041076467579831644,0.0,2
error report information,Category,0.00041076467579831644,0.0,2
specific piece of personal datum we collect,Category,0.00041076467579831644,0.0,2
personal information of financial professional,Category,0.00041076467579831644,0.0,2
personal information collect through program for own purpose,Category,0.00041076467579831644,0.0,2
personal datum collect through program for own purpose,Category,0.00041076467579831644,0.0,2
voice input,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with information threat,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with information,Category,0.00041076467579831644,0.0,2
information about use of online service include for analytic,Category,0.00041076467579831644,0.0,2
information about use of aig on line services,Category,0.00041076467579831644,0.0,2
information per privacy policy,Category,0.00041076467579831644,0.0,2
personal~~ information,Category,0.00041076467579831644,0.0,2
user profle,Category,0.00041076467579831644,0.0,2
information about user of products,Category,0.00041076467579831644,0.0,2
information for routine background check,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with client,Category,0.00041076467579831644,0.0,2
information about user include for,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with information consent,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with publicly available source,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with purpose,Category,0.00041076467579831644,0.0,2
cookies on site,Category,0.00041076467579831644,0.0,2
personal information for cross - contextual behavioral advertising with consent,Category,0.00041076467579831644,0.0,2
information with we,Category,0.00041076467579831644,0.0,2
information obtain,Category,0.00041076467579831644,0.0,2
information about digital activity over time,Category,0.00041076467579831644,0.0,2
specific information regard privacy policy,Category,0.00041076467579831644,0.0,2
bill payment link,Category,0.00041076467579831644,0.0,2
information locate in information collected automatically section above,Category,0.00041076467579831644,0.0,2
conversion information,Category,0.00041076467579831644,0.0,2
machine readable copy of personal data,Category,0.00041076467579831644,0.0,2
personal information of juristic person,Category,0.00041076467579831644,0.0,2
personal information need,Category,0.00041076467579831644,0.0,2
information concern,Category,0.00041076467579831644,0.0,2
information on computer,Category,0.00041076467579831644,0.0,2
access to personal information need,Category,0.00041076467579831644,0.0,2
personal datum for purpose,Category,0.00041076467579831644,0.0,2
amount owe to we,Category,0.00041076467579831644,0.0,2
datum we share,Category,0.00041076467579831644,0.0,2
personal information relate to user of our,Category,0.0004105513867317381,0.0,2
information about use of digital services,Category,0.0004105513867317381,0.0,2
information about use of aig on line services site,Category,0.00041013662512414176,0.0,2
personal information of website,Category,0.00041013662512414176,0.0,2
information gather through data technologies for own purpose,Category,0.00041013662512414176,0.0,2
information about visit to website,Category,0.00041013662512414176,0.0,2
personal datum about customer,Category,0.00040957904946033777,0.0,2
information about customer from,Category,0.00040957904946033777,0.0,2
government identifier,DataPoint,0.0004090511539225401,0.00019021078568587298,8
external threat information gather in situation,Category,0.00040875794880380526,0.0,2
personal datum for business purpose,Category,0.0004084593097218309,0.0,2
device motion information,Category,0.0004083132387474145,0.0,2
personal information with advertising network,Category,0.0004083132387474145,0.0,2
hash set,Category,0.00040717065017400865,0.0,2
information store in microsoft account to third party,Category,0.00040717065017400865,0.0,2
information about app you use,Category,0.00040717065017400865,0.0,2
amount of time you spend during setup,Category,0.00040717065017400865,0.0,2
accurate recognition than base speech recognition,Category,0.00040717065017400865,0.0,2
information with school,Category,0.00040717065017400865,0.0,2
tailor experience datum,Category,0.00040717065017400865,0.0,2
device datum include for,Category,0.00040717065017400865,0.0,2
diagnostic datum collect,Category,0.00040717065017400865,0.0,2
datum necessary,Category,0.00040717065017400865,0.0,2
result text datum,Category,0.00040717065017400865,0.0,2
basic demographic datum,Category,0.00040717065017400865,0.0,2
store preference,Category,0.00040717065017400865,0.0,2
hardware capability of mobile phone device,Category,0.00040717065017400865,0.0,2
share datum,Category,0.00040717065017400865,0.0,2
data item not collect,Category,0.00040717065017400865,0.0,2
demographic information be,Category,0.00040717065017400865,0.0,2
inference,Category,0.0003870523430433499,6.491728600921633e-05,7
cookies,DataPoint,0.0003849937496521379,5.283144265611936e-06,18
financial information,DataPoint,0.0003728720643386243,0.0005763339034532793,5
professional information,DataPoint,0.00036830811666795234,0.0007610063818719154,11
coarse geolocation,DataPoint,0.000365997917899015,2.469452798724864e-06,8
demographic information,Category,0.00035267072232370196,0.0001522277197362402,9
precise geolocation,Category,0.00032281590208898587,1.1370303796766267e-05,9
file,Category,0.00030889994859465157,0.00019996494885356355,8
biometric information,DataPoint,0.00030589416308987805,0.0007347524120216101,12
date,DataPoint,0.0003015739319278412,3.557063970939524e-06,12
information we collect,Category,0.0002920178455560877,4.7098059725680275e-05,4
gender,DataPoint,0.00029064971524479354,0.0003372255829476403,10
Healthcare,Sector,0.0002884087985566696,0.0,56
Financial,Sector,0.0002738949752520084,0.0,62
preference,DataPoint,0.00027307871821173797,6.70038951219211e-05,6
customer,DataPoint,0.00027226021845113834,2.8734680107751985e-06,5
payment datum,DataPoint,0.00027071739780854854,7.59197786692182e-07,7
education information,Category,0.00026526241530239176,0.00015814692193648856,5
personal characteristic,Category,0.0002620728594160213,6.325780455824507e-05,4
non-personal information,Category,0.00025920461022097154,0.00012266719993630565,6
job title,DataPoint,0.00024204121243400148,1.0100097272843478e-06,8
IT,Sector,0.0002419063658197136,0.0,66
search query,Category,0.00024121520150649048,6.578555095706948e-07,7
member identification number,DataPoint,0.00024062188460269006,0.0,1
transaction information,DataPoint,0.00023061752315029765,0.00029411839535821156,6
service provider,Entity,0.00022675149605234782,0.0003771214628668611,48
technical datum,Category,0.00022459440972818562,1.9563061780049862e-05,6
california personal information,Category,0.00022116788379698574,0.00015503414434108926,6
age,DataPoint,0.00021488087040224518,2.9863886453211183e-06,7
voicemail,DataPoint,0.00021391456539241103,0.0,2
sensitive information,Category,0.00021328146470317097,4.289672825497779e-06,8
content,Category,0.000212982292982867,0.000624384521506293,7
marketing information,DataPoint,0.00021219432369664316,6.325780455824507e-05,3
image,DataPoint,0.00021194379061682372,1.9564028288360077e-06,8
bank account,Category,0.00020436390252714286,2.8654976521196014e-06,6
genetic datum,Category,0.0002023465190835772,0.00012651560911649013,4
advertising id,DataPoint,0.0002023049290699258,1.0059809907919155e-06,11
report,Category,0.00020182060864437377,2.7623495440281684e-07,3
preferences,DataPoint,0.0002009196609731027,0.0,3
datum about,Category,0.00019587956125110317,0.0001699612288895109,6
sensitive personal datum,DataPoint,0.0001944619973012845,0.00015708878585148694,4
record,Category,0.00019006542009773132,6.70379961126105e-05,4
professional detail,Category,0.00018989533462984457,2.5935392941153335e-06,6
setting,DataPoint,0.00018890934745734682,6.362611783078215e-05,6
information from you,Category,0.00018825510142962196,7.622277278235848e-05,5
passport number,Category,0.00018821907922191995,1.0725321894322027e-06,8
profile,Category,0.00018616556217749847,0.00013281386344738707,8
opt preference signal,Category,0.0001845512432802979,2.900467021229577e-06,2
identify information,Category,0.00018050715340644564,2.2098796352225343e-06,3
personal detail,Category,0.00017905323746057563,6.997952178204694e-06,5
local storage,Category,0.00017895492702722722,0.0001733834730468347,5
purchase history,DataPoint,0.00017841448519978793,9.016097723769906e-07,6
interaction datum,Category,0.0001784075266339707,0.0005375996988951293,4
protect health information,Category,0.00017592296568695186,3.314819452833802e-05,3
health,DataPoint,0.0001755736747228144,2.746714471474264e-06,5
height,DataPoint,0.0001746905304794864,0.0,1
relate information,Category,0.000173721869879501,0.00010531010174206695,6
medical information,Category,0.00017225553689628517,2.8911705600550176e-06,5
employment history,DataPoint,0.0001710713116302386,8.230905228864399e-07,6
datum about you,Category,0.0001702718268185262,1.346567895711936e-06,4
device information,DataPoint,0.0001702677166198431,0.0015016961806314526,5
amount,DataPoint,0.000170102067070839,1.7494880445511734e-06,4
source,DataPoint,0.00017004965592278513,0.0,1
choice impact privacy in product documentation,DataPoint,0.00016953787230374333,0.0,1
veteran status,DataPoint,0.00016893610008461942,8.992297496791455e-07,5
policy information,DataPoint,0.00016619626567258643,0.00031739396260883657,3
country,DataPoint,0.0001646488631403791,0.0007869354209287103,8
information you provide to we,Category,0.0001646064736704518,3.4132774830102346e-05,5
advertiser,Entity,0.0001634209964560114,0.00019895330575340713,33
financial account,DataPoint,0.00016329615712680986,6.445353607928822e-07,3
communication,Category,0.00016260850699518318,5.426482215379788e-06,4
internet network information,DataPoint,0.00016256030274902798,0.00018748036652635914,4
racial origin,DataPoint,0.00015947077115272706,3.2936209143262724e-06,6
account information,Category,0.00015878656246479954,6.778114630428553e-05,4
sexual orientation,DataPoint,0.0001565956623760288,2.927147220750512e-06,8
business partner,Entity,0.00015626108545749691,0.00016427495871369644,25
loan number,DataPoint,0.00015303399650867713,0.0,1
preference for,DataPoint,0.0001529765645692544,0.0,1
information submit to we for purpose of,DataPoint,0.00015229112993029434,0.0,1
basic personal information,DataPoint,0.00015087191806246843,9.207831813427229e-08,4
online identifier,DataPoint,0.00015086976178944084,2.918981929023996e-06,5
survey information,DataPoint,0.0001501836787171707,0.0,3
detail of relationship,DataPoint,0.00014496169137223,0.0,1
activity,Entity,0.00014435568030254152,4.896921806908765e-05,7
audio information,DataPoint,0.00014321647109129623,0.00034339534501131956,5
relate verification datum,DataPoint,0.00014265798642235024,0.0,1
video,Category,0.00014230916313072016,2.2344338533916782e-05,3
recipient,Category,0.0001421937444279279,4.691390308941173e-05,4
technical information,Category,0.00014147328778894833,0.0003801519337796231,6
technical data,Category,0.00013890901599363024,0.0,3
information you make,DataPoint,0.00013813629059085923,0.0,1
information reasonably related,DataPoint,0.00013813629059085923,0.0,1
information collect,DataPoint,0.00013480457777930455,0.00010146504496578898,4
national origin,Category,0.0001341881625424144,2.5625910834954344e-06,4
social media,Entity,0.00013348511039155408,0.00016754068266493195,33
log datum,Category,0.00013020777475141715,0.00016063829917841588,3
driver's license number,Category,0.0001297334865611905,2.4963198069702426e-06,5
employment information,DataPoint,0.0001293604468102095,0.0006327789357865231,5
marital status,Category,0.00012849092333916927,8.325510337762885e-07,5
time,DataPoint,0.00012837201546294424,0.0,5
analytic provider,Entity,0.00012808875965970732,6.403113661541296e-05,18
usage information,Category,0.00012774230802423752,6.212486178437116e-05,6
education,DataPoint,0.00012764254007820736,0.0,3
specific type,DataPoint,0.00012724677773166896,0.0,2
administrator data,DataPoint,0.00012670366685121236,7.029381577461195e-05,3
payment card,DataPoint,0.00012612542549720408,0.0,2
imei,Category,0.00012469554774219513,4.5432805786493e-07,3
call recording,DataPoint,0.00012283084816118944,0.0,1
account log information,DataPoint,0.00012247820420483092,0.0,1
religion,Category,0.00012240184256433263,2.5594051536609038e-06,4
mac address,Category,0.00012179077118144432,1.7212634484009993e-06,7
mobile subscriber detail,Category,0.00012159227258348235,3.775211043505163e-06,2
account name,Category,0.00011962733182612449,2.6095071510972817e-06,5
account credential,Category,0.00011920726537345888,2.10948208394021e-06,3
employer name,DataPoint,0.00011898827139170365,0.0,1
history,DataPoint,0.0001176737253131928,0.0,2
datum relate to child,Category,0.00011688890177595656,2.7623495440281684e-07,1
online identifiers,DataPoint,0.00011672996051350509,8.618508852360712e-05,3
device capability,Category,0.00011642096537818974,2.7316567713167442e-05,2
time date of access spend on site,DataPoint,0.00011583280956817458,0.0,1
general usage trend for windows app,DataPoint,0.00011541888051947184,0.0,1
datum reflect usage of collect,DataPoint,0.00011541888051947184,0.0,1
share purchasing history,DataPoint,0.00011541888051947184,0.0,1
personal data be,DataPoint,0.00011484137848435786,0.0,1
size type,DataPoint,0.00011484137848435786,0.0,1
profile photograph,DataPoint,0.00011484137848435786,0.0,1
chat datum,DataPoint,0.00011484137848435786,0.0,1
target advertising,DataPoint,0.00011484137848435786,0.0,1
political contribution,DataPoint,0.00011484137848435786,0.0,1
number of user,DataPoint,0.00011484137848435786,0.0,1
name of individual signing document,DataPoint,0.00011484137848435786,0.0,1
local shared objects,Entity,0.00011457325513383997,9.207831813427229e-07,3
optional diagnostic datum,Category,0.00011439649325944293,1.1049398176112674e-06,1
favorite,DataPoint,0.00011428229783593026,0.0,2
financial account information,Category,0.00011363756531801927,7.352663153597126e-05,4
social security,DataPoint,0.00011302721029025458,1.9547632703079954e-06,4
registration information,DataPoint,0.00011302088203612209,0.0,2
account number,Category,0.00011279105115352055,1.6859214985512127e-06,5
sign declaration be,DataPoint,0.00011270085119277195,0.0,1
information associate with,DataPoint,0.00011260559832531846,0.0,1
professional data,DataPoint,0.00011259814920292662,0.00030216757598122116,3
professional title,DataPoint,0.00011253992118761194,0.0,2
fax,Category,0.00011231770912900507,2.5727765361046667e-08,2
interaction on website use,DataPoint,0.0001120856437625891,0.0,1
medical history,Category,0.00011072235918477912,3.9441648706810497e-07,2
relevant information,Category,0.00011072235918477912,0.0,2
survey,Entity,0.00011057646594159139,3.069277271142409e-08,3
alias,Category,0.00011043229662381298,2.8152307850214803e-06,5
bank account detail,DataPoint,0.0001101687428312411,0.0,1
advertisement,Entity,0.00011011889434556807,2.8308774327863794e-07,3
educational history,DataPoint,0.00011004474195928116,0.0,3
employment,DataPoint,0.00010941426179212588,0.0,1
product review connect to you,DataPoint,0.00010941426179212588,0.0,1
npi,Category,0.00010915947003132569,4.0828889879779385e-07,2
tracking pixel,Category,0.00010878548756616371,3.0159188539168476e-07,2
religious belief,DataPoint,0.00010842800947194887,3.0395465681096156e-06,5
specific piece of information about you,Category,0.00010759305778738768,2.5594703164056552e-06,1
city,DataPoint,0.00010718312207577148,5.100912021188343e-07,2
bank account number,Category,0.00010698545927058481,7.835416063822412e-07,4
loan account information,DataPoint,0.00010694430928677237,6.325780455824507e-05,2
entry to event on forum,DataPoint,0.00010622292525893327,0.0,1
category of personal information process,DataPoint,0.00010622292525893327,0.0,1
note of interaction with you,DataPoint,0.00010622292525893327,0.0,1
resume information,DataPoint,0.00010622292525893327,0.0,1
contact preference,Category,0.00010603505098987904,6.325780455824507e-05,3
phone information,DataPoint,0.00010570182524877736,0.0,1
voiceprint,DataPoint,0.00010524797732326015,3.2137818700398145e-06,3
related datum,Category,0.00010448307297800463,6.798381698937115e-05,2
signature,Category,0.00010440749851996829,7.835416063822412e-07,3
health insurance information,Category,0.00010440749851996829,7.835416063822412e-07,3
zebra,Entity,0.00010383104345417895,9.190434943516426e-06,1
benefit option,DataPoint,0.00010363244377590574,0.0,1
contribution level,DataPoint,0.00010363244377590574,0.0,1
fis,Entity,0.0001035747596380581,6.823003373749579e-05,1
browse datum,DataPoint,0.00010339078829901897,0.0,1
edge setting,DataPoint,0.00010339078829901897,0.0,1
life habit,DataPoint,0.00010303158872574068,0.0,1
consumption habit,DataPoint,0.00010303158872574068,0.0,1
types,DataPoint,0.00010303158872574068,0.0,1
records,DataPoint,0.00010303158872574068,0.0,1
Broadcom,Company,0.0001026052352353233,0.0,1
information about business,Category,0.00010243786699511177,9.44991881456485e-07,3
online information,Category,0.00010211551594291692,1.6630571965958034e-05,3
behavior,Category,0.00010158704511674689,7.835416063822412e-07,3
business data,Category,0.00010140356141811124,0.0001507539508215363,3
political opinion,DataPoint,0.00010018753055621477,1.366144248387955e-06,2
photograph,DataPoint,9.989457058995231e-05,2.6095071510972817e-06,5
tax withholding information,DataPoint,9.974699594313844e-05,0.0,1
lifestyle information,DataPoint,9.930946795423863e-05,0.0001897734136747352,2
web form datum,DataPoint,9.874531895090016e-05,0.0,1
temporary internet file,DataPoint,9.874531895090016e-05,0.0,1
plan information,DataPoint,9.842261718927758e-05,0.00012651560911649013,2
company,DataPoint,9.815602325083806e-05,0.0,1
beneficiary information,DataPoint,9.753576642431654e-05,6.325780455824507e-05,2
download error,DataPoint,9.747810426072889e-05,0.0,2
navigation path between page,DataPoint,9.709407505628258e-05,0.0,1
computer device operating system type,DataPoint,9.709407505628258e-05,0.0,1
version number,DataPoint,9.709407505628258e-05,0.0,1
manufacturer,DataPoint,9.709407505628258e-05,0.0,1
state identification number,DataPoint,9.696387684335521e-05,0.0,1
national identification number,DataPoint,9.696387684335521e-05,0.0,1
driver,DataPoint,9.696387684335521e-05,0.0,1
billing information,DataPoint,9.664891565935551e-05,0.0,1
message content,DataPoint,9.664891565935551e-05,0.0,1
customer record,DataPoint,9.664891565935551e-05,0.0,1
license card number,DataPoint,9.664891565935551e-05,0.0,1
account detail,DataPoint,9.664891565935551e-05,0.0,1
insurance policy number,DataPoint,9.664891565935551e-05,0.0,1
issue identifiers,DataPoint,9.664891565935551e-05,0.0,1
demographic data,DataPoint,9.594341370938814e-05,0.00015802174030476695,2
response to survey,DataPoint,9.541781298830424e-05,0.0,1
device camera,DataPoint,9.469248811541916e-05,0.0,1
Facebook,Entity,9.4646502870875e-05,1.6735055584103216e-05,4
device activity,DataPoint,9.411498608030518e-05,0.0,1
device health,DataPoint,9.411498608030518e-05,0.0,1
Personal Information Privacy and Security Association (Vancouver),Entity,9.407746940411303e-05,4.4337312876431603e-05,11
beacon,DataPoint,9.377676757941009e-05,7.174750438502202e-07,5
medical condition,Category,9.369084159381767e-05,2.3243613837823388e-07,3
Oracle,Entity,9.365088075826699e-05,6.4746076883102e-06,1
health information,DataPoint,9.35192650236887e-05,2.5594051536609038e-06,4
permit special category,DataPoint,9.34575791261629e-05,0.0,1
associated nondisclosure information,DataPoint,9.34575791261629e-05,0.0,1
information submit to we in job application,DataPoint,9.34575791261629e-05,0.0,1
organizer information,Category,9.307784909571852e-05,1.69424105367061e-05,2
financial account number,DataPoint,9.291169950541382e-05,2.66384762261671e-06,5
"The Online Privacy Company (Abine, Inc.)",Entity,9.285641956507953e-05,9.76970195879031e-06,3
union membership,Category,9.187414054684861e-05,1.1345444573050616e-06,4
characteristic,Category,9.184906075008332e-05,2.1713332655564512e-07,3
Microsoft,Entity,9.170149626458988e-05,6.726077621186989e-05,4
specific piece of california personal information,DataPoint,9.107729060220913e-05,0.0,1
url,DataPoint,9.084216597419513e-05,1.2884265952652234e-06,3
Google,Entity,9.06815959994893e-05,5.468336763261258e-05,14
genotypic,DataPoint,9.068051585068627e-05,0.0,1
raw dna sequence datum,DataPoint,9.068051585068627e-05,0.0,1
system information,DataPoint,9.026624259297031e-05,0.0,1
service providers,Entity,9.02005825390576e-05,2.464078921987398e-05,7
plan,DataPoint,8.98560279104643e-05,0.0,1
travel history,DataPoint,8.98560279104643e-05,0.0,1
general health datum,DataPoint,8.98560279104643e-05,0.0,1
different information,Category,8.978308478838759e-05,1.638994062790047e-05,2
information browser send,Category,8.978308478838759e-05,0.0,2
combine information,Category,8.978308478838759e-05,1.638994062790047e-05,2
preference datum,Category,8.978308478838759e-05,0.0,2
postal code,DataPoint,8.936722717862684e-05,0.0,1
transaction data,DataPoint,8.929548995968713e-05,7.835416063822412e-07,3
sensitive datum,DataPoint,8.876817470945478e-05,0.0,1
invoice,DataPoint,8.873167589618889e-05,0.0,2
datum we collect,Category,8.871100958984523e-05,1.638994062790047e-05,3
blockchain address,DataPoint,8.857228733196965e-05,0.0,1
customer id,DataPoint,8.857228733196965e-05,0.0,1
eligibility information,DataPoint,8.857228733196965e-05,0.0,1
cryptocurrency transaction detail,DataPoint,8.857228733196965e-05,0.0,1
credit history,DataPoint,8.857228733196965e-05,0.0,1
leader board position,DataPoint,8.857228733196965e-05,0.0,1
result,DataPoint,8.857228733196965e-05,0.0,1
commercial information about transaction with apollo,DataPoint,8.857228733196965e-05,0.0,1
commercial information apollo receive from consumer reporting agency as credit history,DataPoint,8.857228733196965e-05,0.0,1
de,DataPoint,8.857228733196965e-05,0.0,1
key coding,DataPoint,8.857228733196965e-05,0.0,1
law enforcement,Entity,8.855253018668976e-05,1.7581224093808068e-05,10
fingerprint,Category,8.78760417404419e-05,1.3604243753013772e-06,5
marketing,Entity,8.741794266983114e-05,2.533741002565546e-05,5
sex life,DataPoint,8.738805050407097e-05,6.54403042856354e-07,3
advertising preference,DataPoint,8.723263914662611e-05,0.0,2
type of computer,DataPoint,8.71424196675652e-05,0.0,1
information we collect with information we receive from source,DataPoint,8.712253249350446e-05,0.0,1
datum allow,DataPoint,8.707490605977772e-05,0.0,1
personal datum in electronic format,DataPoint,8.707490605977772e-05,0.0,1
date time stamp for visitor,DataPoint,8.707490605977772e-05,0.0,1
inference about,DataPoint,8.707490605977772e-05,0.0,1
information for individuals reside in united states,DataPoint,8.707490605977772e-05,0.0,1
security code,DataPoint,8.707490605977772e-05,0.0,1
specific piece of personal information we collect about you,DataPoint,8.707490605977772e-05,0.0,1
personal datum we process about you,DataPoint,8.707490605977772e-05,0.0,1
posting,DataPoint,8.707490605977772e-05,0.0,1
expiration date,DataPoint,8.707490605977772e-05,0.0,1
name on,DataPoint,8.707490605977772e-05,0.0,1
footage,DataPoint,8.707490605977772e-05,0.0,1
passport,Category,8.685514635475658e-05,7.835416063822412e-07,3
ti,Entity,8.667117054869525e-05,4.181677810143424e-06,1
mps,Entity,8.643072120176264e-05,4.9855514741169745e-06,1
juniper networks,Entity,8.600164348783979e-05,6.926210431921394e-06,1
honorific,DataPoint,8.600018102576243e-05,0.0,2
network traffic datum,Category,8.574159573369061e-05,1.4697979095945853e-07,2
professional employment information,DataPoint,8.565727105650722e-05,6.325780455824507e-05,2
mid - term adjustment,DataPoint,8.527698964778031e-05,0.0,1
policy start,DataPoint,8.527698964778031e-05,0.0,1
risk profile,DataPoint,8.527698964778031e-05,0.0,1
detail of policy coverage,DataPoint,8.527698964778031e-05,0.0,1
reason,DataPoint,8.527698964778031e-05,0.0,1
non - prudential company perform service for we for everyday business purpose as,Entity,8.518639583138637e-05,8.635411602359168e-06,1
web browser data,DataPoint,8.51598656361241e-05,0.0,1
require diagnostic datum,Category,8.510472375940091e-05,3.31175017556266e-05,3
demographic datum,Category,8.477042029154617e-05,0.0,2
time stamp,DataPoint,8.455859209274179e-05,0.0,2
employer,Entity,8.418355111000268e-05,1.577686500900068e-05,7
IQVIA,Company,8.41345103337547e-05,0.0,1
Apple,Entity,8.406057763914114e-05,5.89542393559218e-06,1
aggregated statistic regard use of financial product,DataPoint,8.400703008177679e-05,0.0,1
non - identifiable data,DataPoint,8.400703008177679e-05,0.0,1
aggregate metadata concern file,DataPoint,8.400703008177679e-05,0.0,1
zip,DataPoint,8.388356952658514e-05,0.0,1
repayment history,DataPoint,8.388356952658514e-05,0.0,1
account status,DataPoint,8.388356952658514e-05,0.0,1
job title institute organization name,DataPoint,8.388356952658514e-05,0.0,1
issue identification,DataPoint,8.388356952658514e-05,0.0,1
photo ids,DataPoint,8.388356952658514e-05,0.0,1
email correspondence with we,DataPoint,8.388356952658514e-05,0.0,1
non - financial account,DataPoint,8.388356952658514e-05,0.0,1
shopping activity,DataPoint,8.388356952658514e-05,0.0,1
inquiry details,DataPoint,8.388356952658514e-05,0.0,1
visitor details,DataPoint,8.388356952658514e-05,0.0,1
information as,DataPoint,8.388356952658514e-05,0.0,1
state province of residence,DataPoint,8.388356952658514e-05,0.0,1
identification,DataPoint,8.388356952658514e-05,0.0,1
financial details,DataPoint,8.388356952658514e-05,5.66408279826596e-07,1
future communication preference,DataPoint,8.388356952658514e-05,0.0,1
linked accounts,DataPoint,8.388356952658514e-05,0.0,1
payment history credit history,DataPoint,8.388356952658514e-05,0.0,1
online shopping cart information,DataPoint,8.388356952658514e-05,0.0,1
military status,DataPoint,8.388356952658514e-05,5.66408279826596e-07,1
record conversation,DataPoint,8.388356952658514e-05,0.0,1
inferred datum,DataPoint,8.388356952658514e-05,0.0,1
general identification datum,DataPoint,8.388356952658514e-05,0.0,1
datum relate to use of product,DataPoint,8.388356952658514e-05,0.0,1
relationship with moderna,DataPoint,8.388356952658514e-05,0.0,1
specific information relate to ethnic origin,DataPoint,8.388356952658514e-05,0.0,1
information about third party we disclose,DataPoint,8.388356952658514e-05,0.0,1
loyalty point,DataPoint,8.388356952658514e-05,0.0,1
payment detail you provide to we for,DataPoint,8.388356952658514e-05,0.0,1
communication information,DataPoint,8.388356952658514e-05,0.0,1
portion,Entity,8.374126415394568e-05,4.357935256840629e-06,4
commercial data,DataPoint,8.370885181492723e-05,0.00027990380318396445,2
datum store in product provide to you,DataPoint,8.362301952150717e-05,0.0,1
patient record,DataPoint,8.322077844691024e-05,0.0,1
bill payment detail,DataPoint,8.322077844691024e-05,0.0,1
molina healthcare,Entity,8.317758297855666e-05,6.2152864740633795e-06,1
organizational datum,DataPoint,8.287413055146434e-05,0.0,1
finance,DataPoint,8.287413055146434e-05,0.0,1
interview information,DataPoint,8.287413055146434e-05,0.0,1
contract datum,DataPoint,8.287413055146434e-05,0.0,1
genetic information,DataPoint,8.28202876933939e-05,2.0431195880059566e-06,2
datum relate to health,DataPoint,8.242887588777255e-05,0.0,1
commercial datum,DataPoint,8.232617874334394e-05,0.0,2
kcdob,DataPoint,8.219047964415027e-05,0.0,1
kcrelid,DataPoint,8.219047964415027e-05,0.0,1
mc0,DataPoint,8.219047964415027e-05,0.0,1
nap,DataPoint,8.219047964415027e-05,0.0,1
ms0,DataPoint,8.219047964415027e-05,0.0,1
pcfm,DataPoint,8.219047964415027e-05,0.0,1
childinfo,DataPoint,8.219047964415027e-05,0.0,1
kcru,DataPoint,8.219047964415027e-05,0.0,1
academic status,DataPoint,8.204229533624282e-05,0.0,1
health datum,DataPoint,8.188142764697943e-05,0.00028295667162661875,4
nationality,Category,8.171298598242625e-05,8.77208112612304e-07,3
advertising partners,Entity,8.165668413661982e-05,9.66737716617169e-06,3
Fortinet,Company,8.162109435735367e-05,0.0,1
technology,Entity,8.15068572097218e-05,9.453737036786107e-06,5
Adobe,Entity,8.140298700974659e-05,2.234903281706349e-05,5
payment information for fortinet product relate datum,DataPoint,8.137456080070115e-05,0.0,1
payment information for fortinet product,DataPoint,8.137456080070115e-05,0.0,1
payment processor,Entity,8.133511839027994e-05,1.9156244948068543e-05,6
financial datum,DataPoint,8.123231113050371e-05,0.0001269913470935172,4
disability status,DataPoint,8.12259118572824e-05,0.0,2
law enforcement agency,Entity,8.10858547734526e-05,8.724131652829885e-06,2
browser web storage,DataPoint,8.082528036082204e-05,0.0,1
application datum cache,DataPoint,8.082528036082204e-05,0.0,1
insurance information,DataPoint,8.076801647550154e-05,7.137875112624421e-06,4
detail about payroll,DataPoint,8.069223299339253e-05,0.0,1
